question_id,question_description,answer_category_num,question_description_clean
6487,أما وزير الخارجية جبران باسيل فكان له جهد حثيث وكبير في التوصل الى صيغة عربية مشتركة تدعو المجتمع الدولي الى تحمل مسؤولياته,Normal,اما وزير خارجي جبران باسيل جهد حثيث كبير توصل صيغه عربي مشترك دعا مجتمع دولي حمل مسءوليه
4078,استقبل رئيس الحكومة المكلف سعد الحريري ببيت الوسط بعد ظهر اليوم وزير الخارجية في الحكومة المستقيلة جبران باسيل,Normal,استقبل رءيس حكومه مكلف سعد حريري بيت وسط ظهر وزير خارجي حكومه مستقيل جبران باسيل
1440,والصرماية حسن نصر الله هو محور التسامح و السلام با طبل ؟؟؟؟ ,Mockery,صرمايه حسن نصر الله محور تسامح سلام با طبل 
6786,اصمت أيها الذبابة المريضة العقاب لوهاب وهاب قاتل ابو دياب ,Mockery,صمت ايها ذباب مريض عقاب وهاب وهاب قاتل دياب
389,بدك تحرري القدس يا ديما؟ بالسكربينة كعب عالي,Mockery,بد تحرر قدس يا ديمه بالسكربينه كعب عالي
5206,والله ما فهم لقطر غيرك يا معالي الوزير تقبل حبي وتقديري   ,Normal,الله هم قطر غير يا معالي وزير قبل حب تقدير
3405,فالرئيس السوري يثمن ويقدر مواقف فخامته ووزير الخارجية جبران باسيل التي تنبع من رؤيتهما الاستراتيجية للصراع في الشرق الاو…,Normal,رءيس سوري ثمن قدر موقف فخامه وزير خارجي جبران باسيل نبع رءيه استراتيجي صراع شرق الاو 
6310,دخلِك يا زميلتي ، مش حضرته لرفض يسلّم حاله للدولة ؟ وتوفي شاب فداه؟ ,Normal,دخل يا زميل مش حضر رفض سلم حال دوله توفي شاب فدي 
8684,انا سوري ودمي فلسطيني,Normal,سوري دم فلسطيني
3683,عقبال مانكسر راسك يابهيمه,Violent,عقبال مانكسر راس يابهيمه
4295,لا ينقص بيروت قمامة حتى تأتيها قمامة قطر ,Racist,نقص بيروت قمامه اتي قمامه قطر
961,حط صرماية بتمك وتم يلي خلفك فهمت ولاك كلب,Violent,حط صرمايه بتمك تم خلف ف هم ولي كلب
1573,ما في اتفه و انجس منك يا عبد بشار المجرم ,Violent,اتفه نجس من يا عبد بشار مجرم
1037,طز بهيك دولة والف طز بالحريري الفاسد,Mockery,طز بهي دوله الف طز حريري فاسد
6800,هي التعليم ببلاش ولساتك حمار كيف لو كان بمصاري,Mockery,تعليم بلاش سات حمار مصاري
1409,روق يا خروق اجرم من القوات ما خلق الله ومرجوعكن لصرمايتنا ولاك خنزير الله يلعنكم كلاب السعودية,Violent,روق يا خرق جرم قوه خلق الله ومرجوعكن صرمايه ولي خنزير الله لعن كلب سعودي
5991,في واحد بي المكسيك ناطرينو يطلع من العصفورية بي هل يومين انشالله,Mockery,بي مكسيك ناطرينو اطلع عصفوري ه بي يوم انشالله
5076,عامليتلي بلوك الحيوانة,Mockery,عامليتلي بلوك حيوان
7407,طيب كلي هوا وخليكي بزباله لبنان,Violent,طيب كلي هوا خليك زباله لبنان
6223,يلعن روحه من الجد للولد هات طناجر العرعور والحقني,Violent,لعن روح جد ولد هات طنجره العرعور الحق
3574,منافقين كذابين,Mockery,منافق كذاب
6994,جبران باسيل و الحفّاظة وجهان لفائدة واحدة,Normal,جبران باسيل الحفاظه وجه فاءده واحد
3220,انت بتطلع الكلمات من طيزك وبتصفها ورا بعض اعتباطيا الفلتر آخذ عقلك الخرا,Violent,تطلع كلمه طيزك وبتصفها ورا اعتباطيا الفلتر اخذ عقل الخرا
4670,كأنك ابنه عم دافع عنه بيخلق من شبه اربعون ,Normal,كان ابن عم دافع بيخلق
5087,يا ولاد الهابلة,Mockery,يا اد الهابله
3327,معراب خانت لبنان معراب الخائنة معراب السفاهة معراب التقلب معراب الدم معراب العمالة معراب الشر معراب الوكر معراب العداء,Violent,معراب خان لبنان معراب خاءن معراب سفاهه معراب تقلب معراب دم معراب عماله معراب شر معراب و كره معراب عداء
7019,صباح جميل كجمال قلوبكم ,Normal,جميل جمال قلب
4376,منك عارف انو كل يلي بتمدحون بيضحكو بيتمسخرو عليك ,Mockery,من عارف نوي بتمدحون بيضحكو بيتمسخرو
5369,معاليك هيدي ب شباط سنة بعد سنين من حادثة منتظر الزيدي مع جورج بوش ,Normal,معلاه هيدي سنه حادث منتظر الزيدي جورج بوش
2475,جبران باسيل لديك الف متابع مش لأنهم بيحبوك بس ليشوفوا الجحشنة تبعك بالتغريد,Mockery,جبران باسيل لدي متابع مش ان بيحبوك شاف الجحشنه تبع تغريد
580,بفتكر إنت بتتقن المكر والعهر    ,Mockery,بفتكر انت بتتقن مكر عهر
7361,والله لا يكتر خيرك,Mockery,الله اكتري خير
7625,كول هوا هوا كول يا طبل,Violent,كول هوا هوا كول يا طبل
5006,اللهم مكنَّا من رقابهم,Religious affiliation,اللهم مكن رقبه
1849,مش عاجبك شي ,Mockery,مش عاجبك شي
3736,الخراب عندك ومنك يا بوم الخراب ,Mockery,خراب عند من يا بوم خراب
8044,سدو لبوزك ,Violent,سدو بوز
5434,ولا واحد من الحمير العرب القامعين على السلطة انحنوا لا لكبير ولا لصغير,Violent,حمار عرب القامعين سلطه انحني كبير صغير
2269,علوي وصخ,Religious affiliation,علوي وصخ
7326,اخرس ياعدو لبنان ,Violent,اخرس ياعدو لبنان
7250,مات كلب في المدينة فأسترحنا من عوواه خلف ألملعون جروا فاق في ألنبح أباه,Violent,مات كلب مدينه استراح عوواه ملعون جري فاق نبح اب
6988,مشتهي اضربو كف و قلوانا بكرهك بكرهك بكرهك,Violent,مشتهي اضربو كف قلا كره كره كره
3696,مش عم يناموا الليل ليقدمولنا حكومة      ,Normal,مش عم نام ليل ليقدمولنا حكومه
4944,اللهم ارحم المسلمين والمسلمات والمؤمنين والمؤمنات في جميع أنحاء العالم,Normal,اللهم رحم مسلم مسلم مءمن مءمن نحو عالم
6284,رد يا وئام ,Normal,رد يا وءام
5954,نفتخر بك جبران باسيل جبران,Normal,افتخر بك جبران باسيل جبران
5381,لو مواطن عادي بنى خيمة قرميد ليستر عائلته لتحركة كل اجهزة الدولة وعندما تنهب مافيا السلطة الاملاك العامة لا تحركوا ساكن ,Normal,مواطن عادي بني خيمه قرميد س تر عاءله تحرك جهاز دوله عند نهب مافيا سلطه ملك عام تحرك كان
5950,الله يطول عمرك حبيب القلب ,Normal,الله طال عمر قلب
5117,يا ريت بيمنعوا الأرغيلة بلبنان، لأن غير هيك ما منعمل ثورة ,Normal,يا ريت بيمنعوا الارغيله لبنان ان هيك منعمل ثوره
8623,هو لن يقل كذلك هو يعرض رأي السابق للفنان عباس النوري ويصف هذا الرأي بالسطحي,Normal,قل عرض راي فنان عباس نوري وصف راي سطحي
8204,يسعد صباحك حبيبي لنذكر بعض العملاء بدمشق كي لا ينسوا ,Normal,اسعد صباح حبيبي ذكر عميل دمشق كي نسي
8638,اللهم صل وسلم وبارك على سيدنا محمد وعلى اله وصحبه اجمعين,Normal,اللهم صل سلم باراك سيد محمد ولي صحبه اجمع
1626,وين خطاباتك عن خلدة واميرها وعضلاته وما تركت كلمة قبيحة ما قلت عن تاريخه بدك نذكرك وهلق عم تتقاوى بعضلت… ,Normal,ين خطاب خلد امير عضله ما ترك كلمه قبيح قال تاريخ بد ذكر وهلق عم تتقاوي بعضلت 
4202,ايه مضبوط يا معاق معلمك الملطوش متلك نكش اوتستراد حالات عم بدور عمقابر وين ما كان في مقابر الا عند نظامك السوري ما هيك يا عوني الذمي العما بعرضكن شو بلا شرف,Mockery,مضبوط يا معاق معلم الملطوش متلك نكش اوتستراد حاله عم دور عمقابر ين مقبر نظام سوري هيك يا عون ذم ي العما عرض شو بلا شرف
3437,جبران باسيل حمار,Mockery,جبران باسيل حمار
6327,يعني حمار وعارف أن الفلوس لسيدك حسن الزباله ,Mockery,عن ني حمار عارف ان فلس سيد حسن زباله
4992,"ربي انصرنا على الكافرين  
يااارب يااارب يااارب  تتحرر فلسطين  ونعيد بالقدس الشريف",Normal,رب انصرنا كافر يااارب يااارب يااارب تحرر فلسطين اعاد قدس شريف
